Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes
R02051_W	phosphatidylethanolamine phosphatidohydrolase	W00001 + W00350 <=> W00080 + W00189 + W00416		AAW70967		Glycerophospholipid metabolism;Metabolic pathways;	True	-100.0	100.0	0		3.1.4.4	
R02055	Phsophatidyl-L-serine carboxy-lyase	C00080 + C02737 --> C00011 + C00350		Bm1773		Glycerophospholipid metabolism;Metabolic pathways;	False	0.0	833.1678112838077	0		4.1.1.65	
R02055_M	Phsophatidyl-L-serine carboxy-lyase	M00080 + M02737 --> M00011 + M00350		Bm1773		Glycerophospholipid metabolism;Metabolic pathways;	False	0.0	833.1678112838077	0		4.1.1.65	
R02055_W	Phsophatidyl-L-serine carboxy-lyase	W00080 + W02737 --> W00011 + W00350		AAW71014		Glycerophospholipid metabolism;Metabolic pathways;	False	0.0	12.32109651129077	0		4.1.1.65	
R02058	acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase	C00024 + C00352 --> C00010 + C00080 + C00357		Bm1682b		Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites;	False	0.0	1000.0	0		2.3.1.4	
R02060		C06156 <=> C00352					True	-1000.0	1000.0	0			
R02060_W		W06156 <=> W00352					True	-100.0	100.0	0			
R02061	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase	C00129 + C00448 --> C00013 + C00353		Bm3756a		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Terpenoid backbone biosynthesis;	False	0.0	1000.0	0		2.5.1.29	
R02082	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)	2.0 C00006 + C00010 + C00418 <=> 2.0 C00005 + 2.0 C00080 + C00356		Bm3201e		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;Terpenoid backbone biosynthesis;	True	-768.4052651519102	768.4052651519102	0		1.1.1.34	
R02088	2'-deoxyadenosine 5'-monophosphate phosphohydrolase	C00001 + C00360 --> C00009 + C00559		Bm12846;Bm6290;Bm7091		Metabolic pathways;Purine metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R02088_W	2'-deoxyadenosine 5'-monophosphate phosphohydrolase	W00001 + W00360 --> W00009 + W00559		AAW71137		Metabolic pathways;Purine metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R02090	ATP:dGMP phosphotransferase	C00002 + C00362 <=> C00008 + C00361		Bm2872;Bm5510.1		Metabolic pathways;Purine metabolism;	True	-435.2831100941626	435.2831100941626	0		2.7.4.8	
R02090_W	ATP:dGMP phosphotransferase	W00002 + W00362 <=> W00008 + W00361		AAW71168		Metabolic pathways;Purine metabolism;	True	-100.0	100.0	0		2.7.4.8	
R02091	dGTP:cytidine 5'-phosphotransferase	C00286 + C00475 --> C00055 + C00361		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02093	ATP:dTDP phosphotransferase	C00002 + C00363 <=> C00008 + C00459		Bm13781b;Bm6678		Metabolic pathways;Pyrimidine metabolism;	True	-312.9841748353344	312.9841748353344	0		2.7.4.6	
R02093_W	ATP:dTDP phosphotransferase	W00002 + W00363 <=> W00008 + W00459		AAW71305		Metabolic pathways;Pyrimidine metabolism;	True	-9.099378453356396	9.099378453356396	0		2.7.4.6	
R02094	ATP:dTMP phosphotransferase	C00002 + C00364 <=> C00008 + C00363		Bm15;Bm5401		Metabolic pathways;Pyrimidine metabolism;	True	-839.1936701353319	839.1936701353319	0		2.7.4.9	
R02094_W	ATP:dTMP phosphotransferase	W00002 + W00364 <=> W00008 + W00363		AAW70739		Metabolic pathways;Pyrimidine metabolism;	True	-36.84618912385353	36.84618912385353	0		2.7.4.9	
R02096	dTTP:cytidine 5'-phosphotransferase	C00459 + C00475 --> C00055 + C00363		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02097	dTTP:uridine 5'-phosphotransferase	C00299 + C00459 --> C00105 + C00363		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02098	ATP:dUMP phosphotransferase	C00002 + C00365 <=> C00008 + C01346		Bm15;Bm5401		Metabolic pathways;Pyrimidine metabolism;	True	-839.1936701353319	839.1936701353319	0		2.7.4.9	
R02098_W	ATP:dUMP phosphotransferase	W00002 + W00365 <=> W00008 + W01346		AAW70739		Metabolic pathways;Pyrimidine metabolism;	True	-36.84618912385353	36.84618912385353	0		2.7.4.9	
R02100	dUTP nucleotidohydrolase	C00001 + C00460 --> C00013 + C00080 + C00365		Bm14031a;Bm4846		Metabolic pathways;Pyrimidine metabolism;	False	0.0	1000.0	0		3.6.1.19/3.6.1.23	
R02100_W	dUTP nucleotidohydrolase	W00001 + W00460 --> W00013 + W00080 + W00365		AAW70943		Metabolic pathways;Pyrimidine metabolism;	False	0.0	24.83941284807169	0		3.6.1.19/3.6.1.23	
R02101	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase	C00143 + C00365 --> C00364 + C00415		Bm7277c;Bm9581		Metabolic pathways;One carbon pool by folate;Pyrimidine metabolism;	False	0.0	1000.0	0		2.1.1.45	
R02102	2'-deoxyuridine 5'-monophosphate phosphohydrolase	C00001 + C00365 --> C00009 + C00526		Bm12846;Bm6290;Bm7091		Pyrimidine metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R02102_W	2'-deoxyuridine 5'-monophosphate phosphohydrolase	W00001 + W00365 --> W00009 + W00526		AAW71137		Pyrimidine metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R02110		C00029 --> C00015 + C00080 + C00182		Bm11498;Bm5528		Biosynthesis of secondary metabolites;Metabolic pathways;Starch and sucrose metabolism;	False	0.0	421.2692429262125	0			
R02111		C00009 + C00182 --> C00103		Bm5931a		Biosynthesis of secondary metabolites;Metabolic pathways;Starch and sucrose metabolism;	False	0.0	189.9236952352953	0			
R02124	retinol:NAD+ oxidoreductase	C00003 + C00473 <=> C00004 + C00080 + C00376		Bm4673;Bm4674;Bm4675		Metabolic pathways;Retinol metabolism;	True	-1000.0	1000.0	0		1.1.1.1	
R02142	XMP:pyrophosphate phosphoribosyltransferase	C00013 + C00655 <-- C00119 + C00385		Bm7250		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	-568.2511155134084	0.0	0		2.4.2.8	
R02147	guanosine:phosphate alpha-D-ribosyltransferase	C00009 + C00387 <=> C00242 + C00620		Bm4756		Metabolic pathways;Purine metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02161_M	Ubiquinol:ferricytochrome-c oxidoreductase	2.0 M00080 + 2.0 M00125 + M00390 <=> 4.0 C00080 + 2.0 M00126 + M00399		Bm10802;Bm4033b		Oxidative phosphorylation	True	-677.7014989104188	677.7014989104188	0		1.10.2.2	Complex III
R02161_W	Ubiquinol:ferricytochrome-c oxidoreductase	2.0 W00080 + 2.0 W00125 + W00390 <=> 4.0 C00080 + 2.0 W00126 + W00399		AAW70994		Oxidative phosphorylation	True	-100.0	100.0	0	Gene	1.10.2.2	Complex III
R02163_M	NADH:ubiquinone oxidoreductase	4.0 C00080 + M00003 + M00390 <-- M00004 + 5.0 M00080 + M00399		Bm2121;Bm5876;Bm5154;Bm5157;Bm4310;Bm6574;Bm9645;Bm4943		Oxidative phosphorylation	False	-507.0337467268533	0.0	0		1.6.5.3	Complex I
R02163_W	NADH:ubiquinone oxidoreductase	4.0 C00080 + W00003 + W00390 <-- W00004 + 5.0 W00080 + W00399		AAW71212;AAW71210;AAW71211;AAW71180;AAW70963;AAW71209;AAW71213;AAW70608;AAW70830		Oxidative phosphorylation	False	-79.28449763420457	0.0	0	Gene	1.6.5.3	Complex I
R02164_M	succinate:quinone oxidoreductase	M00042 + M00399 --> M00122 + M00390		Bm10316;Bm1936;Bm14011a		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;	False	0.0	569.1316891071997	0		1.3.5.1	Complex II
R02164_W	succinate:quinone oxidoreductase	W00042 + W00399 --> W00122 + W00390				Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;	False	0.0	100.0	0		1.3.5.1	Complex II
R02175_W	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase	W00019 + W05805 --> W00021 + W17568		AAW70786		Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites	False	0.0	100.0	0		2.1.1.64	Unique to Wolbachia
R02199_M	L-Isoleucine:2-oxoglutarate aminotransferase	M00026 + M00407 <=> M00025 + M00671		Bm4739		2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glucosinolate biosynthesis;Metabolic pathways;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine degradation;	True	-417.2591304347826	417.2591304347826	0		2.6.1.42	
R02235	dihydrofolate:NAD+ oxidoreductase	C00003 + C00415 <=> C00004 + C00080 + C00504		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-914.0459198674259	914.0459198674259	0		1.5.1.3	
R02236	dihydrofolate:NADP+ oxidoreductase	C00006 + C00415 <=> C00005 + C00080 + C00504		Bm2626		Folate biosynthesis;Metabolic pathways;One carbon pool by folate;	True	-914.0459198674259	914.0459198674259	0		1.5.1.3	
R02237	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)	C00002 + C00025 + C00921 --> C00008 + C00009 + C00415		Bm3566		Folate biosynthesis;Metabolic pathways;	False	0.0	237.9348308284914	0		6.3.2.17	
R02240	ATP:1,2-diacylglycerol 3-phosphotransferase	C00002 + C00641 --> C00008 + C00080 + C00416		Bm2100;Bm4835;Bm305		Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Phosphatidylinositol signaling system;	False	0.0	548.3665179222124	0		2.7.1.107	
R02241	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	C00010 + C00416 <-- C00040 + C00681		Bm4604;Bm5620;Bm5125;Bm5597		Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;	False	-757.4187928635919	0.0	0		2.3.1.51	
R02250	triacylglycerol acylhydrolase	C00001 + C00422 --> C00162 + C00641		Bm5356;Bm7415		Glycerolipid metabolism;Metabolic pathways;	False	0.0	93.81313452755752	0		3.1.1.3	
R02283_W		W00026 + W00437 <-- W00025 + W01250		AAW70720			False	-100.0	0.0	0		2.6.1.11	Present in Brugia with evidence not in OVOC
R02291_W	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)	W00006 + W00009 + W00441 <-- W00005 + W00080 + W03082		AAW70634		2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;	False	-100.0	0.0	0		1.2.1.11	Unique to Wolbachia
R02294	N-Ribosylnicotinamide:orthophosphate ribosyltransferase	C00009 + C03150 <=> C00080 + C00153 + C00620		Bm4756		Metabolic pathways;Nicotinate and nicotinamide metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02295	Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase	C00009 + C05841 <=> C00080 + C00253 + C00620		Bm4756		Metabolic pathways;Nicotinate and nicotinamide metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02297	Xanthosine:orthophosphate ribosyltransferase	C00009 + C01762 <=> C00385 + C00620		Bm4756		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02320	NTP:pyruvate O2-phosphotransferase	C00022 + C00201 <-- C00074 + C00454		Bm10221;Bm10222;Bm8032;Bm3590		Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism;	False	-618.2094383693058	0.0	0		2.7.1.40	
R02323	nicotinamide ribonucleotide phosphohydrolase	C00001 + C00455 --> C00009 + C03150		Bm12846;Bm6290;Bm7091		Nicotinate and nicotinamide metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R02323_W	nicotinamide ribonucleotide phosphohydrolase	W00001 + W00455 --> W00009 + W03150		AAW71137		Nicotinate and nicotinamide metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R02325_W	dCTP aminohydrolase	W00001 + W00458 --> W00014 + W00460		AAW70881		Metabolic pathways;Pyrimidine metabolism;	False	0.0	100.0	0		3.5.4.13	Unique to Wolbachia
R02326	ATP:dCDP phosphotransferase	C00002 + C00705 <=> C00008 + C00458		Bm13781b;Bm6678		Metabolic pathways;Pyrimidine metabolism;	True	-312.9841748353344	312.9841748353344	0		2.7.4.6	
R02326_W	ATP:dCDP phosphotransferase	W00002 + W00705 <=> W00008 + W00458		AAW71305		Metabolic pathways;Pyrimidine metabolism;	True	-9.099378453356396	9.099378453356396	0		2.7.4.6	
R02327	dCTP:uridine 5'-phosphotransferase	C00299 + C00458 --> C00105 + C00705		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02331	ATP:dUDP phosphotransferase	C00002 + C01346 <=> C00008 + C00460		Bm13781b;Bm6678		Metabolic pathways;Pyrimidine metabolism;	True	-312.9841748353344	312.9841748353344	0		2.7.4.6	
R02331_W	ATP:dUDP phosphotransferase	W00002 + W01346 <=> W00008 + W00460		AAW71305		Metabolic pathways;Pyrimidine metabolism;	True	-9.099378453356396	9.099378453356396	0		2.7.4.6	
R02332	dUTP:uridine 5'-phosphotransferase	C00299 + C00460 --> C00105 + C01346		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02371	dCTP:cytidine 5'-phosphotransferase	C00458 + C00475 --> C00055 + C00705		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02372	dUTP:cytidine 5'-phosphotransferase	C00460 + C00475 --> C00055 + C01346		Bm1677;Bm3445b		Metabolic pathways;Pyrimidine metabolism;	False	0.0	474.3069100908186	0		2.7.1.48	
R02396	Acetyl-CoA:carnitine O-acetyltransferase I	C00024 + C00318 --> C00010 + C02571				Fatty acid metabolism	False	0.0	1000.0	0		2.3.1.21	Carnitine shuttle
R02396_M	Acetyl-CoA:carnitine O-acetyltransferase I	M00024 + M00318 <-- M00010 + M02571				Fatty acid metabolism	False	-1000.0	0.0	0		2.3.1.21	Carnitine shuttle
R02408	L-Cystine L-Cysteine-lyase (deaminating)	C00001 + C00491 --> C00014 + C00022 + C01962		Bm7629		Cysteine and methionine metabolism;	False	0.0	264.013374023352	0		4.4.1.1	
R02433_M	L-cysteate:2-oxoglutarate aminotransferase	M00026 + M00506 <=> M00025 + M05528		Bm5467		Cysteine and methionine metabolism;	True	-1000.0	1000.0	0		2.6.1.1	
R02433_W	L-cysteate:2-oxoglutarate aminotransferase	W00026 + W00506 <=> W00025 + W05528		AAW70594		Cysteine and methionine metabolism;	True	-88.85376946992113	88.85376946992113	0		2.6.1.1	
R02464	Sphinganine-1-phosphate pamlmitaldehyde-lyase	C01120 --> C00346 + C00517		Bm11004		Sphingolipid metabolism;	False	0.0	514.3364923798965	0		4.1.2.27	
R02480_M	Cytochrome c apocytochrome-c-lyase	M00524 <=> M00032 + M02248		Bm5614		Porphyrin and chlorophyll metabolism;	True	-836.3051435093606	836.3051435093606	0		4.4.1.17	
R02484	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase;  deoxyuridine:orthophosphate ribosyltransferase	C00009 + C00526 <=> C00106 + C00672		Bm4756		Pyrimidine metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02485	deoxycytidine aminohydrolase	C00001 + C00080 + C00881 --> C00014 + C00526		Bm4230;Bm8594		Pyrimidine metabolism;	False	0.0	21.85838664959968	0		3.5.4.5	
R02488_M	glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)	M00080 + M00527 + M04253 --> M00011 + M00877 + M04570				Biosynthesis of antibiotics;Lysine degradation;Metabolic pathways;Tryptophan metabolism;	False	0.0	1000.0	0			
R02493	ATP:pyridoxal 5'-phosphotransferase	C00002 + C00534 --> C00008 + C00080 + C00647		Bm4525		Metabolic pathways;Vitamin B6 metabolism;	False	0.0	254.4484057902858	0		2.7.1.35	
R02530_M	(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)	M03451 <=> M00051 + M00546		Bm9083		Pyruvate metabolism;	True	-1000.0	1000.0	0		4.4.1.5	
R02541		C00001 + C00550 --> C00080 + C00195 + C00588		Bm1724			False	0.0	308.3931099690075	0		3.1.4.12	Present in Brugia with evidence not in OVOC
R02543	Acyl-CoA:sphingosine N-acyltransferase	C00040 + C03640 <=> C00010 + C00080 + C00550		Bm4772		Sphingolipid metabolism;	True	-388.8443571884566	388.8443571884566	0		2.3.1.24	
R02556	Deoxyadenosine aminohydrolase	C00001 + C00080 + C00559 --> C00014 + C05512		Bm2023;Bm2742		Metabolic pathways;Purine metabolism;	False	0.0	435.7667428070117	0		3.5.4.4	
R02557	Deoxyadenosine:orthophosphate ribosyltransferase	C00009 + C00559 <=> C00147 + C00672		Bm4756		Metabolic pathways;Purine metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02568	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	C01094 <=> C00111 + C00577		Bm3135;Bm5580		Fructose and mannose metabolism;Metabolic pathways;Microbial metabolism in diverse environments;	True	-677.4452295212587	677.4452295212587	0		4.1.2.13	
R02569_M	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase	M00024 + M15973 <=> M00010 + M16255		Bm3536		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Microbial metabolism in diverse environments;Pyruvate metabolism;	True	-201.7246777149344	201.7246777149344	0		2.3.1.12	
R02569_W	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase	W00024 + W15973 <=> W00010 + W16255		AAW71335		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Microbial metabolism in diverse environments;Pyruvate metabolism;	True	-55.32384066163515	55.32384066163515	0		2.3.1.12	
R02570_M	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase	M00091 + M15973 <=> M00010 + M16254		Bm13742		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;	True	-152.1016853489877	152.1016853489877	0		2.3.1.61	
R02570_W	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase	W00091 + W15973 <=> W00010 + W16254		AAW70700		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;	True	-46.90924092625702	46.90924092625702	0		2.3.1.61	
R02571_M	Glutaryl-CoA:dihydrolipoamide S-succinyltransferase	M00527 + M15973 <=> M00010 + M06157		Bm13742		Biosynthesis of antibiotics;Lysine degradation;Metabolic pathways;	True	-152.1016853489877	152.1016853489877	0		2.3.1.61	
R02571_W	Glutaryl-CoA:dihydrolipoamide S-succinyltransferase	W00527 + W15973 <=> W00010 + W06157		AAW70700		Biosynthesis of antibiotics;Lysine degradation;Metabolic pathways;	True	-46.90924092625702	46.90924092625702	0		2.3.1.61	
R02590	CTP:choline-phosphate cytidylyltransferase	C00063 + C06459 --> C00013 + C05674		Bm3191		Phosphonate and phosphinate metabolism;	False	0.0	347.0100143441711	0		2.7.7.15	
R02619	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	C00026 + C00080 + C00606 <=> C00025 + C05527		Bm5467		Cysteine and methionine metabolism;Metabolic pathways;	True	-1000.0	1000.0	0		2.6.1.1	
R02619_M	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	M00026 + M00080 + M00606 <=> M00025 + M05527		Bm5467		Cysteine and methionine metabolism;Metabolic pathways;	True	-1000.0	1000.0	0		2.6.1.1	
R02619_W	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	W00026 + W00080 + W00606 <=> W00025 + W05527		AAW70594		Cysteine and methionine metabolism;Metabolic pathways;	True	-88.85376946992113	88.85376946992113	0		2.6.1.1	
R02649_W	ATP:N-acetyl-L-glutamate 5-phosphotransferase	W00002 + W00624 --> W00008 + W04133		AAW70944		2-Oxocarboxylic acid metabolism;Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Metabolic pathways;	False	0.0	60.18069136154926	0		2.7.2.8	Unique to Wolbachia
R02661_M	2-methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase	M00630 + M04253 <=> M03460 + M04570		Bm2260;Bm6014		Metabolic pathways;Valine, leucine and isoleucine degradation;	True	-71.9289889995644	71.9289889995644	0		1.3.8.7	
R02662_M	2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase	M00630 + M15973 <-- M00010 + M15977		Bm7526b		Metabolic pathways;Valine, leucine and isoleucine degradation;	False	-601.4403211822506	0.0	0		2.3.1.168	
R02665	3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)	C00007 + C00632 --> C00080 + C04409				Metabolic pathways;Tryptophan metabolism;	False	0.0	1000.0	0			
R02668	3-Hydroxy-L-kynurenine hydrolase	C00001 + C03227 --> C00041 + C00632		Bm2226		Metabolic pathways;Tryptophan metabolism;	False	0.0	1000.0	0		3.7.1.3	
R02685	(3S)-3-hydroxyacyl-CoA hydro-lyase	C00640 <=> C00001 + C00658		Bm2467;Bm5593		Fatty acid elongation;	True	-674.9034724864416	674.9034724864416	0		4.2.1.17	
R02685_M	(3S)-3-hydroxyacyl-CoA hydro-lyase	M00640 <=> M00001 + M00658		Bm2467;Bm5593		Fatty acid elongation;	True	-674.9034724864416	674.9034724864416	0		4.2.1.17	
R02687	1,2-diacyl-sn-glycerol acylhydrolase	C00001 + C00641 --> C00162 + C01885		Bm5356;Bm7415		Glycerolipid metabolism;Metabolic pathways;	False	0.0	93.81313452755752	0		3.1.1.3	
R02719	xanthosine 5'-phosphate phosphohydrolase	C00001 + C00655 --> C00009 + C01762		Bm12846;Bm6290;Bm7091		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	0.0	867.2300373736033	0		3.1.3.5	
R02719_W	xanthosine 5'-phosphate phosphohydrolase	W00001 + W00655 --> W00009 + W01762		AAW71137		Biosynthesis of secondary metabolites;Metabolic pathways;Purine metabolism;	False	0.0	40.05260272291937	0		3.1.3.5	
R02720	XTP pyrophosphohydrolase;  XTP diphosphohydrolase (diphosphate-forming)	C00001 + C00700 --> C00013 + C00655		Bm14031a		Purine metabolism;	False	0.0	1000.0	0		3.6.1.19	
R02734_W	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase	W00001 + W04421 --> W00042 + W00666		AAW71156		Biosynthesis of amino acids;Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;	False	0.0	94.46789736199766	0		3.5.1.18	Unique to Wolbachia
R02735_W	LL-2,6-Diaminoheptanedioate 2-epimerase	W00666 <=> W00680		AAW71106		Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;	True	-41.65028407056234	41.65028407056234	0		5.1.1.7	Unique to Wolbachia
R02736	beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase	C00006 + C01172 <=> C00005 + C00080 + C01236		Bm13743		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glutathione metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;	True	-311.9442922080015	311.9442922080015	0		1.1.1.49	
R02737	trehalose 6-phosphate synthase	C00029 + C00668 --> C00015 + C00080 + C00689					False	0.0	1000.0	0		2.4.1.15	Added because there is evidence for R02778
R02739	alpha-D-Glucose 6-phosphate ketol-isomerase	C00668 <=> C01172		Bm13946		Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;	True	-398.4481110581097	398.4481110581097	0		5.3.1.9	
R02740	alpha-D-Glucose 6-phosphate ketol-isomerase	C00668 <=> C05345		Bm13946		Amino sugar and nucleotide sugar metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;Starch and sucrose metabolism;	True	-398.4481110581097	398.4481110581097	0		5.3.1.9	
R02746	1-Acyl-sn-glycero-3-phosphocholine acylhydrolase	C00001 + C04230 --> C00080 + C00162 + C00670		Bm7461		Glycerophospholipid metabolism;	False	0.0	400.1099967648009	0		3.1.1.5	
R02747	2-Acyl-sn-glycero-3-phosphocholine acylhydrolase	C00001 + C04233 --> C00162 + C00670		Bm7461		Glycerophospholipid metabolism;	False	0.0	400.1099967648009	0		3.1.1.5	
R02748	Deoxyinosine:orthophosphate ribosyltransferase	C00009 + C05512 <=> C00262 + C00672		Bm4756		Metabolic pathways;Purine metabolism;	True	-187.4817003006272	187.4817003006272	0		2.4.2.1	
R02750		C00008 + C00080 + C00673 <-- C00002 + C01801		Bm13993		Pentose phosphate pathway;	False	-512.4830433050038	0.0	0		2.7.1.15	
R02765_M	Methylmalonyl-CoA epimerase	M01213 <=> M00683					True	-1000.0	1000.0	0			Helminth anaerobic metabolism; succinate to propanoate
R02778		C00001 + C00689 --> C00009 + C01083		Bm4641			False	0.0	623.982731671867	0		3.1.3.12	Present in Brugia with evidence not in OVOC
R02783_W	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	W00002 + W00217 + W01212 --> W00008 + W00009 + W00692		AAW71096		D-Glutamine and D-glutamate metabolism; Peptidoglycan biosynthesis; Metabolic pathways	False	0.0	92.30417143451577	0		6.3.2.9	Unique to Wolbachia
R02788_W	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming);  UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-diaminoheptanedioate ligase (ADP-forming)	W00002 + W00680 + W00692 --> W00008 + W00009 + W04877		AAW71080		Lysine biosynthesis;Peptidoglycan biosynthesis;	False	0.0	43.75362047176485	0		6.3.2.13	Unique to Wolbachia
R02869	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase	C00315 + C01137 --> C00080 + C00170 + C00750		Bm13871		Arginine and proline metabolism;Cysteine and methionine metabolism;Glutathione metabolism;Metabolic pathways;beta-Alanine metabolism;	False	0.0	1000.0	0		2.5.1.16	
R02971	ATP:pantothenate 4'-phosphotransferase	C00002 + C00831 --> C00008 + C01134		Bm1677;Bm2143d		Pantothenate and CoA biosynthesis;	False	0.0	548.970026734042	0		2.7.1.33	
